Week_end,Indicator,High_industry,Value
10/6/19,Number of paid jobs - 20 days,A Primary,75760
10/6/19,Number of paid jobs - 20 days,B Goods Producing,346360
10/6/19,Number of paid jobs - 20 days,C Services,1426360
10/6/19,Number of paid jobs - 20 days,Z No Match,28150
10/6/19,Weekly earnings - median - 20 days,Total,984
10/6/19,Weekly earnings - median - 20 days,A Primary,945.38
10/6/19,Weekly earnings - median - 20 days,B Goods Producing,1118.15
10/6/19,Weekly earnings - median - 20 days,C Services,958.37
10/6/19,Weekly earnings - median - 20 days,Z No Match,522.5
10/6/19,Weekly earnings - upper quartile - 20 days,Total,1409.92
10/6/19,Weekly earnings - upper quartile - 20 days,A Primary,1261.54
10/6/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1466.85
10/6/19,Weekly earnings - upper quartile - 20 days,C Services,1408.7
10/6/19,Weekly earnings - upper quartile - 20 days,Z No Match,850
10/6/19,Weekly earnings - lower quartile - 20 days,Total,623.42
10/6/19,Weekly earnings - lower quartile - 20 days,A Primary,587.94
10/6/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,843.75
10/6/19,Weekly earnings - lower quartile - 20 days,C Services,570
10/6/19,Weekly earnings - lower quartile - 20 days,Z No Match,221.13
10/13/19,Number of paid jobs - 20 days,Total,1885780
10/13/19,Number of paid jobs - 20 days,A Primary,77260
10/13/19,Number of paid jobs - 20 days,B Goods Producing,347180
10/13/19,Number of paid jobs - 20 days,C Services,1438300
10/13/19,Number of paid jobs - 20 days,Z No Match,23040
10/13/19,Weekly earnings - median - 20 days,Total,984.04
10/13/19,Weekly earnings - median - 20 days,A Primary,938.52
10/13/19,Weekly earnings - median - 20 days,B Goods Producing,1116
10/13/19,Weekly earnings - median - 20 days,C Services,957.83
10/13/19,Weekly earnings - median - 20 days,Z No Match,531
10/13/19,Weekly earnings - upper quartile - 20 days,Total,1409.52
10/13/19,Weekly earnings - upper quartile - 20 days,A Primary,1255
10/13/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1461.54
10/13/19,Weekly earnings - upper quartile - 20 days,C Services,1409.21
10/13/19,Weekly earnings - upper quartile - 20 days,Z No Match,838.36
10/13/19,Weekly earnings - lower quartile - 20 days,Total,619.23
10/13/19,Weekly earnings - lower quartile - 20 days,A Primary,576.66
10/13/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,841.52
10/13/19,Weekly earnings - lower quartile - 20 days,C Services,564.38
10/13/19,Weekly earnings - lower quartile - 20 days,Z No Match,240.01
10/20/19,Number of paid jobs - 20 days,Total,1899370
10/20/19,Number of paid jobs - 20 days,A Primary,79040
10/20/19,Number of paid jobs - 20 days,B Goods Producing,346540
10/20/19,Number of paid jobs - 20 days,C Services,1452760
10/20/19,Number of paid jobs - 20 days,Z No Match,21030
10/20/19,Weekly earnings - median - 20 days,Total,985.28
10/20/19,Weekly earnings - median - 20 days,A Primary,930.87
10/20/19,Weekly earnings - median - 20 days,B Goods Producing,1115.38
10/20/19,Weekly earnings - median - 20 days,C Services,960
10/20/19,Weekly earnings - median - 20 days,Z No Match,413.1
10/20/19,Weekly earnings - upper quartile - 20 days,Total,1409.19
10/20/19,Weekly earnings - upper quartile - 20 days,A Primary,1258.59
10/20/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1459.86
10/20/19,Weekly earnings - upper quartile - 20 days,C Services,1408.5
10/20/19,Weekly earnings - upper quartile - 20 days,Z No Match,760
10/20/19,Weekly earnings - lower quartile - 20 days,Total,620
10/20/19,Weekly earnings - lower quartile - 20 days,A Primary,579.67
10/20/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,842.84
10/20/19,Weekly earnings - lower quartile - 20 days,C Services,566.5
10/20/19,Weekly earnings - lower quartile - 20 days,Z No Match,213.75
10/27/19,Number of paid jobs - 20 days,Total,1903550
10/27/19,Number of paid jobs - 20 days,A Primary,80190
10/27/19,Number of paid jobs - 20 days,B Goods Producing,347790
10/27/19,Number of paid jobs - 20 days,C Services,1452080
10/27/19,Number of paid jobs - 20 days,Z No Match,23480
10/27/19,Weekly earnings - median - 20 days,Total,990
10/27/19,Weekly earnings - median - 20 days,A Primary,960.89
10/27/19,Weekly earnings - median - 20 days,B Goods Producing,1107.14
10/27/19,Weekly earnings - median - 20 days,C Services,961.54
10/27/19,Weekly earnings - median - 20 days,Z No Match,488.98
10/27/19,Weekly earnings - upper quartile - 20 days,Total,1408.75
10/27/19,Weekly earnings - upper quartile - 20 days,A Primary,1278.83
10/27/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1447.3
10/27/19,Weekly earnings - upper quartile - 20 days,C Services,1412.2
10/27/19,Weekly earnings - upper quartile - 20 days,Z No Match,816.25
10/27/19,Weekly earnings - lower quartile - 20 days,Total,628.35
10/27/19,Weekly earnings - lower quartile - 20 days,A Primary,621.3
10/27/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,841.32
10/27/19,Weekly earnings - lower quartile - 20 days,C Services,572.88
10/27/19,Weekly earnings - lower quartile - 20 days,Z No Match,221.08
11/3/19,Number of paid jobs - 20 days,Total,1924520
11/3/19,Number of paid jobs - 20 days,A Primary,82440
11/3/19,Number of paid jobs - 20 days,B Goods Producing,351330
11/3/19,Number of paid jobs - 20 days,C Services,1464650
11/3/19,Number of paid jobs - 20 days,Z No Match,26100
11/3/19,Weekly earnings - median - 20 days,Total,1000
11/3/19,Weekly earnings - median - 20 days,A Primary,961.54
11/3/19,Weekly earnings - median - 20 days,B Goods Producing,1121.97
11/3/19,Weekly earnings - median - 20 days,C Services,976
11/3/19,Weekly earnings - median - 20 days,Z No Match,547.45
11/3/19,Weekly earnings - upper quartile - 20 days,Total,1432
11/3/19,Weekly earnings - upper quartile - 20 days,A Primary,1294.15
11/3/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1472.74
11/3/19,Weekly earnings - upper quartile - 20 days,C Services,1436.42
11/3/19,Weekly earnings - upper quartile - 20 days,Z No Match,865.38
11/3/19,Weekly earnings - lower quartile - 20 days,Total,638.83
11/3/19,Weekly earnings - lower quartile - 20 days,A Primary,618.56
11/3/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,851.1
11/3/19,Weekly earnings - lower quartile - 20 days,C Services,584.1
11/3/19,Weekly earnings - lower quartile - 20 days,Z No Match,231.62
11/10/19,Number of paid jobs - 20 days,Total,1934570
11/10/19,Number of paid jobs - 20 days,A Primary,85050
11/10/19,Number of paid jobs - 20 days,B Goods Producing,353690
11/10/19,Number of paid jobs - 20 days,C Services,1475870
11/10/19,Number of paid jobs - 20 days,Z No Match,19960
11/10/19,Weekly earnings - median - 20 days,Total,998.23
11/10/19,Weekly earnings - median - 20 days,A Primary,957.3
11/10/19,Weekly earnings - median - 20 days,B Goods Producing,1120.25
11/10/19,Weekly earnings - median - 20 days,C Services,964.25
11/10/19,Weekly earnings - median - 20 days,Z No Match,482.89
11/10/19,Weekly earnings - upper quartile - 20 days,Total,1428
11/10/19,Weekly earnings - upper quartile - 20 days,A Primary,1271.62
11/10/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1471.15
11/10/19,Weekly earnings - upper quartile - 20 days,C Services,1430.74
11/10/19,Weekly earnings - upper quartile - 20 days,Z No Match,771.43
11/10/19,Weekly earnings - lower quartile - 20 days,Total,628.68
11/10/19,Weekly earnings - lower quartile - 20 days,A Primary,604.44
11/10/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,846.36
11/10/19,Weekly earnings - lower quartile - 20 days,C Services,574.88
11/10/19,Weekly earnings - lower quartile - 20 days,Z No Match,212.4
11/17/19,Number of paid jobs - 20 days,Total,1948390
11/17/19,Number of paid jobs - 20 days,A Primary,87270
11/17/19,Number of paid jobs - 20 days,B Goods Producing,356330
11/17/19,Number of paid jobs - 20 days,C Services,1484330
11/17/19,Number of paid jobs - 20 days,Z No Match,20460
11/17/19,Weekly earnings - median - 20 days,Total,993
11/17/19,Weekly earnings - median - 20 days,A Primary,938.52
11/17/19,Weekly earnings - median - 20 days,B Goods Producing,1120.08
11/17/19,Weekly earnings - median - 20 days,C Services,961.54
11/17/19,Weekly earnings - median - 20 days,Z No Match,550.97
11/17/19,Weekly earnings - upper quartile - 20 days,Total,1420.5
11/17/19,Weekly earnings - upper quartile - 20 days,A Primary,1253.75
11/17/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1471.87
11/17/19,Weekly earnings - upper quartile - 20 days,C Services,1421.5
11/17/19,Weekly earnings - upper quartile - 20 days,Z No Match,841.73
11/17/19,Weekly earnings - lower quartile - 20 days,Total,630.45
11/17/19,Weekly earnings - lower quartile - 20 days,A Primary,590.5
11/17/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,845.72
11/17/19,Weekly earnings - lower quartile - 20 days,C Services,577.5
11/17/19,Weekly earnings - lower quartile - 20 days,Z No Match,225.82
11/24/19,Number of paid jobs - 20 days,Total,1960690
11/24/19,Number of paid jobs - 20 days,A Primary,89830
11/24/19,Number of paid jobs - 20 days,B Goods Producing,359740
11/24/19,Number of paid jobs - 20 days,C Services,1485310
11/24/19,Number of paid jobs - 20 days,Z No Match,25810
11/24/19,Weekly earnings - median - 20 days,Total,990
11/24/19,Weekly earnings - median - 20 days,A Primary,942.31
11/24/19,Weekly earnings - median - 20 days,B Goods Producing,1122.35
11/24/19,Weekly earnings - median - 20 days,C Services,961.54
11/24/19,Weekly earnings - median - 20 days,Z No Match,560
11/24/19,Weekly earnings - upper quartile - 20 days,Total,1420.18
11/24/19,Weekly earnings - upper quartile - 20 days,A Primary,1261.99
11/24/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1478.57
11/24/19,Weekly earnings - upper quartile - 20 days,C Services,1420
11/24/19,Weekly earnings - upper quartile - 20 days,Z No Match,826.1
11/24/19,Weekly earnings - lower quartile - 20 days,Total,630.29
11/24/19,Weekly earnings - lower quartile - 20 days,A Primary,602.15
11/24/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,848.22
11/24/19,Weekly earnings - lower quartile - 20 days,C Services,578.12
11/24/19,Weekly earnings - lower quartile - 20 days,Z No Match,287.63
12/1/19,Number of paid jobs - 20 days,Total,1979180
12/1/19,Number of paid jobs - 20 days,A Primary,91990
12/1/19,Number of paid jobs - 20 days,B Goods Producing,362260
12/1/19,Number of paid jobs - 20 days,C Services,1492830
12/1/19,Number of paid jobs - 20 days,Z No Match,32100
12/1/19,Weekly earnings - median - 20 days,Total,999.22
12/1/19,Weekly earnings - median - 20 days,A Primary,949.05
12/1/19,Weekly earnings - median - 20 days,B Goods Producing,1134.4
12/1/19,Weekly earnings - median - 20 days,C Services,966
12/1/19,Weekly earnings - median - 20 days,Z No Match,614.14
12/1/19,Weekly earnings - upper quartile - 20 days,Total,1429.5
12/1/19,Weekly earnings - upper quartile - 20 days,A Primary,1270.13
12/1/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1488.35
12/1/19,Weekly earnings - upper quartile - 20 days,C Services,1431.68
12/1/19,Weekly earnings - upper quartile - 20 days,Z No Match,899.54
12/1/19,Weekly earnings - lower quartile - 20 days,Total,640.5
12/1/19,Weekly earnings - lower quartile - 20 days,A Primary,608.58
12/1/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,858.39
12/1/19,Weekly earnings - lower quartile - 20 days,C Services,588.84
12/1/19,Weekly earnings - lower quartile - 20 days,Z No Match,354.31
12/8/19,Number of paid jobs - 20 days,Total,1985460
12/8/19,Number of paid jobs - 20 days,A Primary,92720
12/8/19,Number of paid jobs - 20 days,B Goods Producing,362260
12/8/19,Number of paid jobs - 20 days,C Services,1497200
12/8/19,Number of paid jobs - 20 days,Z No Match,33280
12/8/19,Weekly earnings - median - 20 days,Total,961.5
12/8/19,Weekly earnings - median - 20 days,A Primary,933
12/8/19,Weekly earnings - median - 20 days,B Goods Producing,1146.81
12/8/19,Weekly earnings - median - 20 days,C Services,916.5
12/8/19,Weekly earnings - median - 20 days,Z No Match,588.8
12/8/19,Weekly earnings - upper quartile - 20 days,Total,1384.5
12/8/19,Weekly earnings - upper quartile - 20 days,A Primary,1257.69
12/8/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500
12/8/19,Weekly earnings - upper quartile - 20 days,C Services,1360
12/8/19,Weekly earnings - upper quartile - 20 days,Z No Match,887.51
12/8/19,Weekly earnings - lower quartile - 20 days,Total,566.95
12/8/19,Weekly earnings - lower quartile - 20 days,A Primary,591.5
12/8/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,865
12/8/19,Weekly earnings - lower quartile - 20 days,C Services,500
12/8/19,Weekly earnings - lower quartile - 20 days,Z No Match,309.81
12/15/19,Number of paid jobs - 20 days,Total,1835570
12/15/19,Number of paid jobs - 20 days,A Primary,93270
12/15/19,Number of paid jobs - 20 days,B Goods Producing,359690
12/15/19,Number of paid jobs - 20 days,C Services,1349790
12/15/19,Number of paid jobs - 20 days,Z No Match,32820
12/15/19,Weekly earnings - median - 20 days,Total,996.8
12/15/19,Weekly earnings - median - 20 days,A Primary,950
12/15/19,Weekly earnings - median - 20 days,B Goods Producing,1175
12/15/19,Weekly earnings - median - 20 days,C Services,957.42
12/15/19,Weekly earnings - median - 20 days,Z No Match,566.4
12/15/19,Weekly earnings - upper quartile - 20 days,Total,1424.25
12/15/19,Weekly earnings - upper quartile - 20 days,A Primary,1276.08
12/15/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1569.39
12/15/19,Weekly earnings - upper quartile - 20 days,C Services,1395.18
12/15/19,Weekly earnings - upper quartile - 20 days,Z No Match,830.85
12/15/19,Weekly earnings - lower quartile - 20 days,Total,644.88
12/15/19,Weekly earnings - lower quartile - 20 days,A Primary,592.61
12/15/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,880
12/15/19,Weekly earnings - lower quartile - 20 days,C Services,595
12/15/19,Weekly earnings - lower quartile - 20 days,Z No Match,265.25
12/22/19,Number of paid jobs - 20 days,Total,1928010
12/22/19,Number of paid jobs - 20 days,A Primary,91570
12/22/19,Number of paid jobs - 20 days,B Goods Producing,355150
12/22/19,Number of paid jobs - 20 days,C Services,1455140
12/22/19,Number of paid jobs - 20 days,Z No Match,26150
12/22/19,Weekly earnings - median - 20 days,Total,1000
12/22/19,Weekly earnings - median - 20 days,A Primary,935.13
12/22/19,Weekly earnings - median - 20 days,B Goods Producing,1147.5
12/22/19,Weekly earnings - median - 20 days,C Services,971.25
12/22/19,Weekly earnings - median - 20 days,Z No Match,324.91
12/22/19,Weekly earnings - upper quartile - 20 days,Total,1442.31
12/22/19,Weekly earnings - upper quartile - 20 days,A Primary,1269.23
12/22/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
12/22/19,Weekly earnings - upper quartile - 20 days,C Services,1442
12/22/19,Weekly earnings - upper quartile - 20 days,Z No Match,655.55
12/22/19,Weekly earnings - lower quartile - 20 days,Total,640.72
12/22/19,Weekly earnings - lower quartile - 20 days,A Primary,576.92
12/22/19,Weekly earnings - lower quartile - 20 days,B Goods Producing,862.33
12/22/19,Weekly earnings - lower quartile - 20 days,C Services,600
12/22/19,Weekly earnings - lower quartile - 20 days,Z No Match,139.42
12/29/19,Number of paid jobs - 20 days,Total,1844210
12/29/19,Number of paid jobs - 20 days,A Primary,85180
12/29/19,Number of paid jobs - 20 days,B Goods Producing,333370
12/29/19,Number of paid jobs - 20 days,C Services,1409350
12/29/19,Number of paid jobs - 20 days,Z No Match,16320
12/29/19,Weekly earnings - median - 20 days,Total,1010
12/29/19,Weekly earnings - median - 20 days,A Primary,936
12/29/19,Weekly earnings - median - 20 days,B Goods Producing,1096.15
12/29/19,Weekly earnings - median - 20 days,C Services,1000
12/29/19,Weekly earnings - median - 20 days,Z No Match,500
12/29/19,Weekly earnings - upper quartile - 20 days,Total,1441.86
12/29/19,Weekly earnings - upper quartile - 20 days,A Primary,1257.07
12/29/19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1449.7
12/29/19,Weekly earnings - upper quartile - 20 days,C Services,1447.45
12/29/19,Weekly earnings - upper quartile - 20 days,Z No Match,833.03
12/29/19,Weekly earnings - lower quartile - 20 days,Total,665
12/29/19,Weekly earnings - lower quartile - 20 days,A Primary,543.4
